"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:55394"	"SMG1-DT"	"SMG1 divergent transcript"	""	""	"non-coding RNA"
"HGNC:44186"	"SMG1P1"	"SMG1 pseudogene 1"	""	""	"pseudogene"
"HGNC:49859"	"SMG1P2"	"SMG1 pseudogene 2"	""	""	"pseudogene"
"HGNC:49860"	"SMG1P3"	"SMG1 pseudogene 3"	""	""	"pseudogene"
"HGNC:49861"	"SMG1P4"	"SMG1 pseudogene 4"	""	""	"pseudogene"
"HGNC:49862"	"SMG1P5"	"SMG1 pseudogene 5"	""	""	"pseudogene"
"HGNC:49863"	"SMG1P6"	"SMG1 pseudogene 6"	""	""	"pseudogene"
"HGNC:49864"	"SMG1P7"	"SMG1 pseudogene 7"	""	""	"pseudogene"
"HGNC:24644"	"SMG5"	"SMG5 nonsense mediated mRNA decay factor"	"KIAA1089|LPTS-RP1|LPTSRP1|RP11-54H19.7|SMG-5|EST1B"	""	"protein-coding gene"
"HGNC:17809"	"SMG6"	"SMG6 nonsense mediated mRNA decay factor"	"KIAA0732|SMG-6|EST1A"	"C17orf31"	"protein-coding gene"
"HGNC:58200"	"SMG6-AS1"	"SMG6 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:1220"	"SMG6-IT1"	"SMG6 intronic transcript 1"	""	"C17orf6"	"non-coding RNA"
"HGNC:16792"	"SMG7"	"SMG7 nonsense mediated mRNA decay factor"	"KIAA0250|EST1C|SGA56M|SMG-7"	"C1orf16"	"protein-coding gene"
"HGNC:24518"	"SMG7-AS1"	"SMG7 antisense RNA 1"	"DKFZP564C196"	""	"non-coding RNA"
"HGNC:25551"	"SMG8"	"SMG8 nonsense mediated mRNA decay factor"	"FLJ10587|FLJ23205"	"C17orf71"	"protein-coding gene"
"HGNC:25763"	"SMG9"	"SMG9 nonsense mediated mRNA decay factor"	"FLJ12886"	"C19orf61"	"protein-coding gene"
"HGNC:51825"	"SMILR"	"smooth muscle induced lncRNA, enhancer of proliferation"	""	""	"non-coding RNA"
"HGNC:44204"	"SMIM1"	"small integral membrane protein 1 (Vel blood group)"	"Vel"	""	"protein-coding gene"
"HGNC:28776"	"SMIM2"	"small integral membrane protein 2"	"MGC5590"	"C13orf44"	"protein-coding gene"
"HGNC:42674"	"SMIM2-AS1"	"SMIM2 antisense RNA 1"	""	"C13orf44-AS1"	"non-coding RNA"
"HGNC:41492"	"SMIM2-IT1"	"SMIM2 intronic transcript 1"	""	"C13orf44-IT1"	"non-coding RNA"
"HGNC:30248"	"SMIM3"	"small integral membrane protein 3"	"MSTP150|NID67"	"C5orf62"	"protein-coding gene"
"HGNC:40030"	"SMIM5"	"small integral membrane protein 5"	""	"C17orf109"	"protein-coding gene"
"HGNC:28419"	"SMIM7"	"small integral membrane protein 7"	"MGC2747"	"C19orf42"	"protein-coding gene"
"HGNC:54700"	"SMIM7P1"	"SMIM7 pseudogene 1"	""	""	"pseudogene"
"HGNC:21401"	"SMIM8"	"small integral membrane protein 8"	"DKFZP586E1923|dJ102H19.2"	"C6orf162"	"protein-coding gene"
"HGNC:41915"	"SMIM9"	"small integral membrane protein 9"	""	"CXorf68"	"protein-coding gene"
"HGNC:41913"	"SMIM10"	"small integral membrane protein 10"	""	"CXorf69"	"protein-coding gene"
"HGNC:49847"	"SMIM10L1"	"small integral membrane protein 10 like 1"	""	""	"protein-coding gene"
"HGNC:34499"	"SMIM10L2A"	"small integral membrane protein 10 like 2A"	"MGC39606|LED|LINC0086"	"NCRNA00086|LINC00086"	"protein-coding gene"
"HGNC:34500"	"SMIM10L2B"	"small integral membrane protein 10 like 2B"	"RP11-85L21.2"	"NCRNA00087|LINC00087"	"protein-coding gene"
"HGNC:53137"	"SMIM10L2B-AS1"	"SMIM10L2B antisense RNA 1"	"ENST00000453528"	""	"non-coding RNA"
"HGNC:56768"	"SMIM10L3"	"small integral membrane protein 10 like 3"	"SAGSIN1"	""	"protein-coding gene"
"HGNC:1293"	"SMIM11"	"small integral membrane protein 11"	""	"C21orf51|FAM165B|SMIM11A"	"protein-coding gene"
"HGNC:21400"	"SMIM11P1"	"SMIM11 pseudogene 1"	"bA33E24.4"	"C6orf161|FAM165A"	"pseudogene"
"HGNC:56407"	"SMIM11P2"	"SMIM11 pseudogene 2"	""	""	"pseudogene"
"HGNC:25154"	"SMIM12"	"small integral membrane protein 12"	"FLJ90372"	"C1orf212"	"protein-coding gene"
"HGNC:51598"	"SMIM12P1"	"small integral membrane protein 12 pseudogene 1"	""	""	"pseudogene"
"HGNC:27356"	"SMIM13"	"small integral membrane protein 13"	""	"C6orf228"	"protein-coding gene"
"HGNC:27321"	"SMIM14"	"small integral membrane protein 14"	"FLJ13289"	"C4orf34"	"protein-coding gene"
"HGNC:53455"	"SMIM14-DT"	"SMIM14 divergent transcript"	""	""	"non-coding RNA"
"HGNC:33861"	"SMIM15"	"small integral membrane protein 15"	"DKFZP686E2158"	"C5orf43"	"protein-coding gene"
"HGNC:41293"	"SMIM15-AS1"	"SMIM15 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:54940"	"SMIM15P1"	"SMIM15 pseudogene 1"	""	""	"pseudogene"
"HGNC:54941"	"SMIM15P2"	"SMIM15 pseudogene 2"	""	""	"pseudogene"
"HGNC:27114"	"SMIM17"	"small integral membrane protein 17"	""	""	"protein-coding gene"
"HGNC:42973"	"SMIM18"	"small integral membrane protein 18"	""	""	"protein-coding gene"
"HGNC:25166"	"SMIM19"	"small integral membrane protein 19"	""	"C8orf40"	"protein-coding gene"
"HGNC:37260"	"SMIM20"	"small integral membrane protein 20"	"PNX|MITRAC7"	"C4orf52"	"protein-coding gene"
"HGNC:58755"	"SMIM20-AS1"	"SMIM20 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:27598"	"SMIM21"	"small integral membrane protein 21"	""	"C18orf62"	"protein-coding gene"
"HGNC:48329"	"SMIM22"	"small integral membrane protein 22"	"CASIMO1"	""	"protein-coding gene"
"HGNC:34440"	"SMIM23"	"small integral membrane protein 23"	"LOC644994"	"C5orf50"	"protein-coding gene"
"HGNC:37244"	"SMIM24"	"small integral membrane protein 24"	"HSPC323"	"C19orf77"	"protein-coding gene"
"HGNC:43430"	"SMIM26"	"small integral membrane protein 26"	"LOC388789"	"LINC00493"	"protein-coding gene"
"HGNC:53434"	"SMIM28"	"small integral membrane protein 28"	""	""	"protein-coding gene"
"HGNC:1340"	"SMIM29"	"small integral membrane protein 29"	"LBH|MGC57858"	"C6orf1"	"protein-coding gene"
"HGNC:58176"	"SMIM29-AS1"	"SMIM29 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:48953"	"SMIM30"	"small integral membrane protein 30"	"MAVI1"	"LINC00998"	"protein-coding gene"
"HGNC:49638"	"SMIM31"	"small integral membrane protein 31"	"h.EPR"	"LINC01207"	"protein-coding gene"
