"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:37507"	"PIRC3"	"piwi-interacting RNA cluster 3"	""	""	"non-coding RNA"
"HGNC:37508"	"PIRC4"	"piwi-interacting RNA cluster 4"	""	""	"non-coding RNA"
"HGNC:37509"	"PIRC5"	"piwi-interacting RNA cluster 5"	""	""	"non-coding RNA"
"HGNC:37510"	"PIRC6"	"piwi-interacting RNA cluster 6"	""	""	"non-coding RNA"
"HGNC:37511"	"PIRC7"	"piwi-interacting RNA cluster 7"	""	""	"non-coding RNA"
"HGNC:37512"	"PIRC8"	"piwi-interacting RNA cluster 8"	""	""	"non-coding RNA"
"HGNC:37513"	"PIRC9"	"piwi-interacting RNA cluster 9"	""	""	"non-coding RNA"
"HGNC:37514"	"PIRC10"	"piwi-interacting RNA cluster 10"	""	""	"non-coding RNA"
"HGNC:37515"	"PIRC11"	"piwi-interacting RNA cluster 11"	""	""	"non-coding RNA"
"HGNC:37516"	"PIRC12"	"piwi-interacting RNA cluster 12"	""	""	"non-coding RNA"
"HGNC:37517"	"PIRC13"	"piwi-interacting RNA cluster 13"	""	""	"non-coding RNA"
"HGNC:37518"	"PIRC14"	"piwi-interacting RNA cluster 14"	""	""	"non-coding RNA"
"HGNC:37519"	"PIRC15"	"piwi-interacting RNA cluster 15"	""	""	"non-coding RNA"
"HGNC:37520"	"PIRC16"	"piwi-interacting RNA cluster 16"	""	""	"non-coding RNA"
"HGNC:37521"	"PIRC17"	"piwi-interacting RNA cluster 17"	""	""	"non-coding RNA"
"HGNC:37522"	"PIRC18"	"piwi-interacting RNA cluster 18"	""	""	"non-coding RNA"
"HGNC:37523"	"PIRC19"	"piwi-interacting RNA cluster 19"	""	""	"non-coding RNA"
"HGNC:37524"	"PIRC20"	"piwi-interacting RNA cluster 20"	""	""	"non-coding RNA"
"HGNC:37525"	"PIRC21"	"piwi-interacting RNA cluster 21"	""	""	"non-coding RNA"
"HGNC:37526"	"PIRC22"	"piwi-interacting RNA cluster 22"	""	""	"non-coding RNA"
"HGNC:37527"	"PIRC23"	"piwi-interacting RNA cluster 23"	""	""	"non-coding RNA"
"HGNC:37528"	"PIRC24"	"piwi-interacting RNA cluster 24"	""	""	"non-coding RNA"
"HGNC:37529"	"PIRC25"	"piwi-interacting RNA cluster 25"	""	""	"non-coding RNA"
"HGNC:37530"	"PIRC26"	"piwi-interacting RNA cluster 26"	""	""	"non-coding RNA"
"HGNC:37531"	"PIRC27"	"piwi-interacting RNA cluster 27"	""	""	"non-coding RNA"
"HGNC:37532"	"PIRC28"	"piwi-interacting RNA cluster 28"	""	""	"non-coding RNA"
"HGNC:37533"	"PIRC29"	"piwi-interacting RNA cluster 29"	""	""	"non-coding RNA"
"HGNC:37534"	"PIRC30"	"piwi-interacting RNA cluster 30"	""	""	"non-coding RNA"
"HGNC:37535"	"PIRC31"	"piwi-interacting RNA cluster 31"	""	""	"non-coding RNA"
"HGNC:37536"	"PIRC32"	"piwi-interacting RNA cluster 32"	""	""	"non-coding RNA"
"HGNC:37537"	"PIRC33"	"piwi-interacting RNA cluster 33"	""	""	"non-coding RNA"
"HGNC:37538"	"PIRC34"	"piwi-interacting RNA cluster 34"	""	""	"non-coding RNA"
"HGNC:37539"	"PIRC35"	"piwi-interacting RNA cluster 35"	""	""	"non-coding RNA"
"HGNC:37540"	"PIRC36"	"piwi-interacting RNA cluster 36"	""	""	"non-coding RNA"
"HGNC:37541"	"PIRC37"	"piwi-interacting RNA cluster 37"	""	""	"non-coding RNA"
"HGNC:37542"	"PIRC38"	"piwi-interacting RNA cluster 38"	""	""	"non-coding RNA"
"HGNC:37543"	"PIRC39"	"piwi-interacting RNA cluster 39"	""	""	"non-coding RNA"
"HGNC:37544"	"PIRC40"	"piwi-interacting RNA cluster 40"	""	""	"non-coding RNA"
"HGNC:37545"	"PIRC41"	"piwi-interacting RNA cluster 41"	""	""	"non-coding RNA"
"HGNC:37546"	"PIRC42"	"piwi-interacting RNA cluster 42"	""	""	"non-coding RNA"
"HGNC:37547"	"PIRC43"	"piwi-interacting RNA cluster 43"	""	""	"non-coding RNA"
"HGNC:37548"	"PIRC44"	"piwi-interacting RNA cluster 44"	""	""	"non-coding RNA"
"HGNC:37549"	"PIRC45"	"piwi-interacting RNA cluster 45"	""	""	"non-coding RNA"
"HGNC:37550"	"PIRC46"	"piwi-interacting RNA cluster 46"	""	""	"non-coding RNA"
"HGNC:37551"	"PIRC47"	"piwi-interacting RNA cluster 47"	""	""	"non-coding RNA"
"HGNC:37552"	"PIRC48"	"piwi-interacting RNA cluster 48"	""	""	"non-coding RNA"
"HGNC:37553"	"PIRC49"	"piwi-interacting RNA cluster 49"	""	""	"non-coding RNA"
"HGNC:37554"	"PIRC50"	"piwi-interacting RNA cluster 50"	""	""	"non-coding RNA"
"HGNC:37555"	"PIRC51"	"piwi-interacting RNA cluster 51"	""	""	"non-coding RNA"
"HGNC:37556"	"PIRC52"	"piwi-interacting RNA cluster 52"	""	""	"non-coding RNA"
"HGNC:37557"	"PIRC53"	"piwi-interacting RNA cluster 53"	""	""	"non-coding RNA"
"HGNC:37558"	"PIRC54"	"piwi-interacting RNA cluster 54"	""	""	"non-coding RNA"
"HGNC:37559"	"PIRC55"	"piwi-interacting RNA cluster 55"	""	""	"non-coding RNA"
"HGNC:37560"	"PIRC56"	"piwi-interacting RNA cluster 56"	""	""	"non-coding RNA"
"HGNC:37561"	"PIRC57"	"piwi-interacting RNA cluster 57"	""	""	"non-coding RNA"
"HGNC:37562"	"PIRC58"	"piwi-interacting RNA cluster 58"	""	""	"non-coding RNA"
"HGNC:37563"	"PIRC59"	"piwi-interacting RNA cluster 59"	""	""	"non-coding RNA"
"HGNC:37564"	"PIRC60"	"piwi-interacting RNA cluster 60"	""	""	"non-coding RNA"
"HGNC:37565"	"PIRC61"	"piwi-interacting RNA cluster 61"	""	""	"non-coding RNA"
"HGNC:37566"	"PIRC62"	"piwi-interacting RNA cluster 62"	""	""	"non-coding RNA"
"HGNC:37567"	"PIRC63"	"piwi-interacting RNA cluster 63"	""	""	"non-coding RNA"
"HGNC:37568"	"PIRC64"	"piwi-interacting RNA cluster 64"	""	""	"non-coding RNA"
"HGNC:37569"	"PIRC65"	"piwi-interacting RNA cluster 65"	""	""	"non-coding RNA"
"HGNC:37570"	"PIRC66"	"piwi-interacting RNA cluster 66"	""	""	"non-coding RNA"
"HGNC:37571"	"PIRC67"	"piwi-interacting RNA cluster 67"	""	""	"non-coding RNA"
"HGNC:37572"	"PIRC68"	"piwi-interacting RNA cluster 68"	""	""	"non-coding RNA"
"HGNC:37573"	"PIRC69"	"piwi-interacting RNA cluster 69"	""	""	"non-coding RNA"
"HGNC:37574"	"PIRC70"	"piwi-interacting RNA cluster 70"	""	""	"non-coding RNA"
"HGNC:37575"	"PIRC71"	"piwi-interacting RNA cluster 71"	""	""	"non-coding RNA"
"HGNC:37576"	"PIRC72"	"piwi-interacting RNA cluster 72"	""	""	"non-coding RNA"
"HGNC:37577"	"PIRC73"	"piwi-interacting RNA cluster 73"	""	""	"non-coding RNA"
"HGNC:37578"	"PIRC74"	"piwi-interacting RNA cluster 74"	""	""	"non-coding RNA"
"HGNC:37579"	"PIRC75"	"piwi-interacting RNA cluster 75"	""	""	"non-coding RNA"
"HGNC:37580"	"PIRC76"	"piwi-interacting RNA cluster 76"	""	""	"non-coding RNA"
"HGNC:37581"	"PIRC77"	"piwi-interacting RNA cluster 77"	""	""	"non-coding RNA"
"HGNC:37582"	"PIRC78"	"piwi-interacting RNA cluster 78"	""	""	"non-coding RNA"
"HGNC:37583"	"PIRC79"	"piwi-interacting RNA cluster 79"	""	""	"non-coding RNA"
"HGNC:37584"	"PIRC80"	"piwi-interacting RNA cluster 80"	""	""	"non-coding RNA"
"HGNC:37585"	"PIRC81"	"piwi-interacting RNA cluster 81"	""	""	"non-coding RNA"
"HGNC:37586"	"PIRC82"	"piwi-interacting RNA cluster 82"	""	""	"non-coding RNA"
"HGNC:37587"	"PIRC83"	"piwi-interacting RNA cluster 83"	""	""	"non-coding RNA"
"HGNC:37588"	"PIRC84"	"piwi-interacting RNA cluster 84"	""	""	"non-coding RNA"
"HGNC:37589"	"PIRC85"	"piwi-interacting RNA cluster 85"	""	""	"non-coding RNA"
"HGNC:37590"	"PIRC86"	"piwi-interacting RNA cluster 86"	""	""	"non-coding RNA"
"HGNC:37591"	"PIRC87"	"piwi-interacting RNA cluster 87"	""	""	"non-coding RNA"
"HGNC:37592"	"PIRC88"	"piwi-interacting RNA cluster 88"	""	""	"non-coding RNA"
"HGNC:37593"	"PIRC89"	"piwi-interacting RNA cluster 89"	""	""	"non-coding RNA"
"HGNC:37594"	"PIRC90"	"piwi-interacting RNA cluster 90"	""	""	"non-coding RNA"
"HGNC:37595"	"PIRC91"	"piwi-interacting RNA cluster 91"	""	""	"non-coding RNA"
"HGNC:37596"	"PIRC92"	"piwi-interacting RNA cluster 92"	""	""	"non-coding RNA"
"HGNC:37597"	"PIRC93"	"piwi-interacting RNA cluster 93"	""	""	"non-coding RNA"
"HGNC:37598"	"PIRC94"	"piwi-interacting RNA cluster 94"	""	""	"non-coding RNA"
"HGNC:37599"	"PIRC95"	"piwi-interacting RNA cluster 95"	""	""	"non-coding RNA"
"HGNC:37600"	"PIRC96"	"piwi-interacting RNA cluster 96"	""	""	"non-coding RNA"
"HGNC:37601"	"PIRC97"	"piwi-interacting RNA cluster 97"	""	""	"non-coding RNA"
"HGNC:37602"	"PIRC98"	"piwi-interacting RNA cluster 98"	""	""	"non-coding RNA"
"HGNC:37603"	"PIRC99"	"piwi-interacting RNA cluster 99"	""	""	"non-coding RNA"
"HGNC:37604"	"PIRC100"	"piwi-interacting RNA cluster 100"	""	""	"non-coding RNA"
"HGNC:37605"	"PIRC101"	"piwi-interacting RNA cluster 101"	""	""	"non-coding RNA"
"HGNC:37606"	"PIRC102"	"piwi-interacting RNA cluster 102"	""	""	"non-coding RNA"
"HGNC:37607"	"PIRC103"	"piwi-interacting RNA cluster 103"	""	""	"non-coding RNA"
"HGNC:37608"	"PIRC104"	"piwi-interacting RNA cluster 104"	""	""	"non-coding RNA"
"HGNC:37609"	"PIRC105"	"piwi-interacting RNA cluster 105"	""	""	"non-coding RNA"
"HGNC:37610"	"PIRC106"	"piwi-interacting RNA cluster 106"	""	""	"non-coding RNA"
"HGNC:37611"	"PIRC107"	"piwi-interacting RNA cluster 107"	""	""	"non-coding RNA"
"HGNC:37612"	"PIRC108"	"piwi-interacting RNA cluster 108"	""	""	"non-coding RNA"
"HGNC:37613"	"PIRC109"	"piwi-interacting RNA cluster 109"	""	""	"non-coding RNA"
"HGNC:37614"	"PIRC110"	"piwi-interacting RNA cluster 110"	""	""	"non-coding RNA"
"HGNC:37615"	"PIRC111"	"piwi-interacting RNA cluster 111"	""	""	"non-coding RNA"
"HGNC:37616"	"PIRC112"	"piwi-interacting RNA cluster 112"	""	""	"non-coding RNA"
"HGNC:37617"	"PIRC113"	"piwi-interacting RNA cluster 113"	""	""	"non-coding RNA"
"HGNC:37618"	"PIRC114"	"piwi-interacting RNA cluster 114"	""	""	"non-coding RNA"
"HGNC:37239"	"PIRT"	"phosphoinositide interacting regulator of transient receptor potential channels"	""	""	"protein-coding gene"
"HGNC:8999"	"PISD"	"phosphatidylserine decarboxylase"	"dJ858B16.2|PSDC"	""	"protein-coding gene"
"HGNC:16671"	"PISRT1"	"PISRT1 lncRNA"	"NCRNA00195"	""	"non-coding RNA"
"HGNC:25022"	"PITHD1"	"PITH domain containing 1"	"HT014|TXNL1CL"	"C1orf128"	"protein-coding gene"
"HGNC:9001"	"PITPNA"	"phosphatidylinositol transfer protein alpha"	"VIB1A"	"PITPN"	"protein-coding gene"
"HGNC:44116"	"PITPNA-AS1"	"PITPNA antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9002"	"PITPNB"	"phosphatidylinositol transfer protein beta"	"VIB1B"	""	"protein-coding gene"
"HGNC:21045"	"PITPNC1"	"phosphatidylinositol transfer protein cytoplasmic 1"	"RDGBB1|RDGBB|RDGB-BETA"	""	"protein-coding gene"
"HGNC:9003"	"PITPNM1"	"phosphatidylinositol transfer protein membrane associated 1"	"DRES9|NIR2|RDGB1|RDGBA1|Rd9|RDGB"	"PITPNM"	"protein-coding gene"
"HGNC:21044"	"PITPNM2"	"phosphatidylinositol transfer protein membrane associated 2"	"RDGBA2|RDGB2|NIR3"	""	"protein-coding gene"
"HGNC:53391"	"PITPNM2-AS1"	"PITPNM2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:21043"	"PITPNM3"	"PITPNM family member 3"	"NIR1|RDGBA3|ACKR6"	"CORD5"	"protein-coding gene"
"HGNC:17663"	"PITRM1"	"pitrilysin metallopeptidase 1"	"MP1|KIAA1104|hMP1|PreP"	""	"protein-coding gene"
"HGNC:44675"	"PITRM1-AS1"	"PITRM1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9004"	"PITX1"	"paired like homeodomain 1"	"PTX1|POTX"	"BFT"	"protein-coding gene"
"HGNC:48332"	"PITX1-AS1"	"PITX1 antisense RNA 1"	""	"C5orf66"	"non-coding RNA"
"HGNC:9005"	"PITX2"	"paired like homeodomain 2"	"IGDS|RS|Brx1|Otlx2|ARP1"	"IRID2|IHG2|RIEG|RIEG1|RGS"	"protein-coding gene"
"HGNC:58870"	"PITX2-DT"	"PITX2 divergent transcript"	""	""	"non-coding RNA"
"HGNC:9006"	"PITX3"	"paired like homeodomain 3"	""	"ASMD"	"protein-coding gene"
"HGNC:9007"	"PIWIL1"	"piwi like RNA-mediated gene silencing 1"	"PIWI|HIWI|CT80.1"	""	"protein-coding gene"
"HGNC:17644"	"PIWIL2"	"piwi like RNA-mediated gene silencing 2"	"HILI|FLJ10351|Mili|CT80"	""	"protein-coding gene"
"HGNC:55522"	"PIWIL2-DT"	"PIWIL2 divergent transcript"	""	""	"non-coding RNA"
"HGNC:18443"	"PIWIL3"	"piwi like RNA-mediated gene silencing 3"	"HIWI3"	""	"protein-coding gene"
"HGNC:18444"	"PIWIL4"	"piwi like RNA-mediated gene silencing 4"	"FLJ36156|HIWI2|Miwi2"	""	"protein-coding gene"
"HGNC:55493"	"PIWIL4-AS1"	"PIWIL4 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:16648"	"PJA1"	"praja ring finger ubiquitin ligase 1"	"FLJ11830|RNF70|PRAJA1"	""	"protein-coding gene"
"HGNC:17481"	"PJA2"	"praja ring finger ubiquitin ligase 2"	"KIAA0438|Neurodap1|PRAJA2"	"RNF131"	"protein-coding gene"
"HGNC:29502"	"PJVK"	"pejvakin"	""	"DFNB59"	"protein-coding gene"
"HGNC:9008"	"PKD1"	"polycystin 1, transient receptor potential channel interacting"	"PBP|Pc-1|TRPP1"	""	"protein-coding gene"
"HGNC:56035"	"PKD1-AS1"	"PKD1 antisense RNA 1"	"LUCRC"	""	"non-coding RNA"
"HGNC:18053"	"PKD1L1"	"polycystin 1 like 1, transient receptor potential channel interacting"	"PRO19563"	""	"protein-coding gene"
"HGNC:21911"	"PKD1L1-AS1"	"PKD1L1 antisense RNA 1"	"FLJ21075"	"C7orf69"	"non-coding RNA"
"HGNC:21715"	"PKD1L2"	"polycystin 1 like 2 (gene/pseudogene)"	"KIAA1879"	""	"protein-coding gene"
"HGNC:21716"	"PKD1L3"	"polycystin 1 like 3, transient receptor potential channel interacting"	""	""	"protein-coding gene"
"HGNC:30065"	"PKD1P1"	"polycystin 1, transient receptor potential channel interacting pseudogene 1"	""	""	"pseudogene"
"HGNC:30066"	"PKD1P2"	"polycystin 1, transient receptor potential channel interacting pseudogene 2"	""	""	"pseudogene"
"HGNC:30067"	"PKD1P3"	"polycystin 1, transient receptor potential channel interacting pseudogene 3"	""	""	"pseudogene"
"HGNC:30068"	"PKD1P4"	"polycystin 1, transient receptor potential channel interacting pseudogene 4"	""	""	"pseudogene"
"HGNC:30069"	"PKD1P5"	"polycystin 1, transient receptor potential channel interacting pseudogene 5"	""	""	"pseudogene"
"HGNC:30070"	"PKD1P6"	"polycystin 1, transient receptor potential channel interacting pseudogene 6"	""	""	"pseudogene"
"HGNC:9009"	"PKD2"	"polycystin 2, transient receptor potential cation channel"	"PKD4|PC2|Pc-2|TRPP2"	""	"protein-coding gene"
"HGNC:58844"	"PKD2-DT"	"PKD2 divergent transcript"	""	""	"non-coding RNA"
"HGNC:9011"	"PKD2L1"	"polycystin 2 like 1, transient receptor potential cation channel"	"PCL|TRPP3"	"PKD2L|PKDL"	"protein-coding gene"
"HGNC:9012"	"PKD2L2"	"polycystin 2 like 2, transient receptor potential cation channel"	"TRPP5"	""	"protein-coding gene"
"HGNC:55557"	"PKD2L2-DT"	"PKD2L2 divergent transcript"	""	""	"non-coding RNA"
"HGNC:25123"	"PKDCC"	"protein kinase domain containing, cytoplasmic"	"SgK493|Vlk"	""	"protein-coding gene"
"HGNC:9015"	"PKDREJ"	"polycystin family receptor for egg jelly"	""	""	"protein-coding gene"
"HGNC:9016"	"PKHD1"	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"	"ARPKD|FCYT|FPC"	"TIGM1"	"protein-coding gene"
"HGNC:20313"	"PKHD1L1"	"PKHD1 like 1"	""	""	"protein-coding gene"
"HGNC:9017"	"PKIA"	"cAMP-dependent protein kinase inhibitor alpha"	""	"PRKACN1"	"protein-coding gene"
"HGNC:51659"	"PKIA-AS1"	"PKIA antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9018"	"PKIB"	"cAMP-dependent protein kinase inhibitor beta"	""	"PRKACN2"	"protein-coding gene"
"HGNC:9019"	"PKIG"	"cAMP-dependent protein kinase inhibitor gamma"	""	""	"protein-coding gene"
"HGNC:9020"	"PKLR"	"pyruvate kinase L/R"	""	""	"protein-coding gene"
"HGNC:9021"	"PKM"	"pyruvate kinase M1/2"	"THBP1|OIP3|PK3"	"PKM2"	"protein-coding gene"
"HGNC:44243"	"PKMP1"	"pyruvate kinase M1/2 pseudogene 1"	""	""	"pseudogene"
"HGNC:44244"	"PKMP2"	"pyruvate kinase M1/2 pseudogene 2"	""	""	"pseudogene"
"HGNC:44245"	"PKMP3"	"pyruvate kinase M1/2 pseudogene 3"	""	""	"pseudogene"
"HGNC:44246"	"PKMP4"	"pyruvate kinase M1/2 pseudogene 4"	""	""	"pseudogene"
"HGNC:44247"	"PKMP5"	"pyruvate kinase M1/2 pseudogene 5"	""	""	"pseudogene"
"HGNC:29650"	"PKMYT1"	"protein kinase, membrane associated tyrosine/threonine 1"	"MYT1|PPP1R126"	""	"protein-coding gene"
"HGNC:56847"	"PKMYT1AR"	"PKMYT1 associated lncRNA"	""	""	"non-coding RNA"
"HGNC:9405"	"PKN1"	"protein kinase N1"	"DBK|PRK1|PKN|MGC46204|PAK1"	"PRKCL1"	"protein-coding gene"
"HGNC:9406"	"PKN2"	"protein kinase N2"	"PRK2|Pak-2|STK7"	"PRKCL2"	"protein-coding gene"
"HGNC:50597"	"PKN2-AS1"	"PKN2 antisense RNA 1"	"uc.31"	""	"non-coding RNA"
"HGNC:17999"	"PKN3"	"protein kinase N3"	"PKNbeta|UTDP4-1"	""	"protein-coding gene"
"HGNC:9022"	"PKNOX1"	"PBX/knotted 1 homeobox 1"	"PREP1"	""	"protein-coding gene"
"HGNC:16714"	"PKNOX2"	"PBX/knotted 1 homeobox 2"	""	""	"protein-coding gene"
"HGNC:56709"	"PKNOX2-AS1"	"PKNOX2 antisense RNA 1"	"AP001007.1"	""	"non-coding RNA"
"HGNC:50690"	"PKNOX2-DT"	"PKNOX2 divergent transcript"	""	"PKNOX2-AS1"	"non-coding RNA"
"HGNC:9023"	"PKP1"	"plakophilin 1"	"B6P"	""	"protein-coding gene"
"HGNC:9024"	"PKP2"	"plakophilin 2"	""	""	"protein-coding gene"
"HGNC:13413"	"PKP2P1"	"plakophilin 2 pseudogene 1"	""	""	"pseudogene"
"HGNC:9025"	"PKP3"	"plakophilin 3"	""	""	"protein-coding gene"
"HGNC:9026"	"PKP4"	"plakophilin 4"	"p0071"	""	"protein-coding gene"
"HGNC:52580"	"PKP4-AS1"	"PKP4 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:42661"	"PKP4P1"	"plakophilin 4 pseudogene 1"	""	""	"pseudogene"
"HGNC:17661"	"PLA1A"	"phospholipase A1 member A"	"ps-PLA1"	""	"protein-coding gene"
"HGNC:9030"	"PLA2G1B"	"phospholipase A2 group IB"	""	"PLA2|PPLA2|PLA2A"	"protein-coding gene"
"HGNC:9031"	"PLA2G2A"	"phospholipase A2 group IIA"	""	"PLA2B|PLA2L"	"protein-coding gene"
"HGNC:9032"	"PLA2G2C"	"phospholipase A2 group IIC"	""	"UBXN10-AS1"	"protein-coding gene"
"HGNC:9033"	"PLA2G2D"	"phospholipase A2 group IID"	"sPLA2S"	""	"protein-coding gene"
"HGNC:13414"	"PLA2G2E"	"phospholipase A2 group IIE"	""	""	"protein-coding gene"
"HGNC:30040"	"PLA2G2F"	"phospholipase A2 group IIF"	""	""	"protein-coding gene"
"HGNC:17934"	"PLA2G3"	"phospholipase A2 group III"	"GIII-SPLA2"	""	"protein-coding gene"
"HGNC:9035"	"PLA2G4A"	"phospholipase A2 group IVA"	"cPLA2-alpha"	"PLA2G4"	"protein-coding gene"
"HGNC:9036"	"PLA2G4B"	"phospholipase A2 group IVB"	"cPLA2-beta|HsT16992"	""	"protein-coding gene"
"HGNC:9037"	"PLA2G4C"	"phospholipase A2 group IVC"	"cPLA2-gamma"	""	"protein-coding gene"
"HGNC:51585"	"PLA2G4C-AS1"	"PLA2G4C antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:30038"	"PLA2G4D"	"phospholipase A2 group IVD"	"cPLA2delta"	""	"protein-coding gene"
"HGNC:24791"	"PLA2G4E"	"phospholipase A2 group IVE"	"FLJ45651"	""	"protein-coding gene"
"HGNC:51419"	"PLA2G4E-AS1"	"PLA2G4E antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:27396"	"PLA2G4F"	"phospholipase A2 group IVF"	"PLA2G4F/Z"	""	"protein-coding gene"
"HGNC:9038"	"PLA2G5"	"phospholipase A2 group V"	""	""	"protein-coding gene"
"HGNC:9039"	"PLA2G6"	"phospholipase A2 group VI"	"iPLA2|PNPLA9|PARK14|iPLA2beta|NBIA2"	""	"protein-coding gene"
"HGNC:9040"	"PLA2G7"	"phospholipase A2 group VII"	"PAFAH|LDL-PLA2|Lp-PLA2"	""	"protein-coding gene"
"HGNC:9029"	"PLA2G10"	"phospholipase A2 group X"	"GXPLA2"	""	"protein-coding gene"
"HGNC:56598"	"PLA2G10BP"	"phospholipase A2 group XB, pseudogene"	""	""	"pseudogene"
"HGNC:56599"	"PLA2G10CP"	"phospholipase A2 group XC, pseudogene"	""	""	"pseudogene"
"HGNC:56600"	"PLA2G10DP"	"phospholipase A2 group XD, pseudogene"	""	""	"pseudogene"
"HGNC:56601"	"PLA2G10EP"	"phospholipase A2 group XE, pseudogene"	""	""	"pseudogene"
"HGNC:56602"	"PLA2G10FP"	"phospholipase A2 group XF, pseudogene"	""	""	"pseudogene"
"HGNC:56603"	"PLA2G10GP"	"phospholipase A2 group XG, pseudogene"	""	""	"pseudogene"
"HGNC:56604"	"PLA2G10HP"	"phospholipase A2 group XH, pseudogene"	""	""	"pseudogene"
"HGNC:56597"	"PLA2G10IP"	"phospholipase A2 group XI, pseudogene"	""	""	"pseudogene"
"HGNC:56606"	"PLA2G10JP"	"phospholipase A2 group XJ, pseudogene"	""	""	"pseudogene"
"HGNC:56607"	"PLA2G10KP"	"phospholipase A2 group XK, pseudogene"	""	""	"pseudogene"
"HGNC:56596"	"PLA2G10P1"	"PLA2G10 pseudogene 1"	""	""	"pseudogene"
"HGNC:18554"	"PLA2G12A"	"phospholipase A2 group XIIA"	""	"PLA2G12"	"protein-coding gene"
"HGNC:39248"	"PLA2G12AP1"	"phospholipase A2 group XIIA pseudogene 1"	""	""	"pseudogene"
"HGNC:39249"	"PLA2G12AP2"	"phospholipase A2 group XIIA pseudogene 2"	""	""	"pseudogene"
"HGNC:18555"	"PLA2G12B"	"phospholipase A2 group XIIB"	""	"PLA2G13"	"protein-coding gene"
"HGNC:17163"	"PLA2G15"	"phospholipase A2 group XV"	"LLPL|GXVPLA2"	"LYPLA3"	"protein-coding gene"
"HGNC:9042"	"PLA2R1"	"phospholipase A2 receptor 1"	"PLA2G1R|PLA2IR|PLA2-R|CLEC13C"	""	"protein-coding gene"
"HGNC:9043"	"PLAA"	"phospholipase A2 activating protein"	"PLAP|PLA2P|FLJ11281|FLJ12699|DOA1"	""	"protein-coding gene"
"HGNC:14922"	"PLAAT1"	"phospholipase A and acyltransferase 1"	"H-REV107|HRASLS1|A-C1|PLA/AT1|PLAAT-1"	"HRASLS"	"protein-coding gene"
"HGNC:17824"	"PLAAT2"	"phospholipase A and acyltransferase 2"	"FLJ20556|PLAAT-2"	"HRASLS2"	"protein-coding gene"
"HGNC:17825"	"PLAAT3"	"phospholipase A and acyltransferase 3"	"HREV107|H-REV107-1|HREV107-3|MGC118754.|AdPLA|PLAAT-3"	"HRASLS3|PLA2G16"	"protein-coding gene"
"HGNC:9869"	"PLAAT4"	"phospholipase A and acyltransferase 4"	"TIG3|HRASLS4|PLAAT-4|RIG1"	"RARRES3"	"protein-coding gene"
"HGNC:24978"	"PLAAT5"	"phospholipase A and acyltransferase 5"	"HRLP5|iNAT|PLAAT-5"	"HRASLS5"	"protein-coding gene"
"HGNC:9044"	"PLAC1"	"placenta associated 1"	"CT92|OOSP2L|OOSP2B"	""	"protein-coding gene"
"HGNC:58387"	"PLAC1-AS1"	"PLAC1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:14616"	"PLAC4"	"placenta associated 4"	"MGC126664|MGC126666|PRED78"	"C21orf115"	"non-coding RNA"
"HGNC:19254"	"PLAC8"	"placenta associated 8"	"onzin|C15"	""	"protein-coding gene"
"HGNC:31746"	"PLAC8L1"	"PLAC8 like 1"	""	""	"protein-coding gene"
"HGNC:19255"	"PLAC9"	"placenta associated 9"	""	""	"protein-coding gene"
"HGNC:52678"	"PLAC9P1"	"placenta associated 9 pseudogene 1"	""	""	"pseudogene"
"HGNC:9045"	"PLAG1"	"PLAG1 zinc finger"	"ZNF912"	""	"protein-coding gene"
"HGNC:9046"	"PLAGL1"	"PLAG1 like zinc finger 1"	"ZAC|LOT1"	""	"protein-coding gene"
"HGNC:9047"	"PLAGL2"	"PLAG1 like zinc finger 2"	"ZNF900"	""	"protein-coding gene"
"HGNC:9051"	"PLAT"	"plasminogen activator, tissue type"	""	""	"protein-coding gene"
"HGNC:9052"	"PLAU"	"plasminogen activator, urokinase"	"URK|UPA"	""	"protein-coding gene"
"HGNC:9053"	"PLAUR"	"plasminogen activator, urokinase receptor"	"URKR|UPAR|CD87"	""	"protein-coding gene"
"HGNC:30041"	"PLB1"	"phospholipase B1"	"PLB|FLJ30866"	""	"protein-coding gene"
"HGNC:26215"	"PLBD1"	"phospholipase B domain containing 1"	"PLBL1|FLJ22662"	""	"protein-coding gene"
"HGNC:51143"	"PLBD1-AS1"	"PLBD1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:58266"	"PLBD1-AS2"	"PLBD1 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:27283"	"PLBD2"	"phospholipase B domain containing 2"	"PLBL2|p76"	""	"protein-coding gene"
"HGNC:15917"	"PLCB1"	"phospholipase C beta 1"	"KIAA0581|PLC-I|PLC154"	""	"protein-coding gene"
"HGNC:41414"	"PLCB1-IT1"	"PLCB1 intronic transcript 1"	""	""	"non-coding RNA"
